utterance,intent,category,tags
нужный помощь оставить отзыв ваш услуга,review,FEEDBACK,B
электронный почта оставить отзыв,review,FEEDBACK,BI
мочь помочь оставить отзыв ваш компания,review,FEEDBACK,BI
пытаться оставить отзыв ваш компания,review,FEEDBACK,B
оставить отзыв услуга,review,FEEDBACK,BIP
мочь помочь оставить отзыв услуга,review,FEEDBACK,BI
мочь оставить отзыв ваш компания,review,FEEDBACK,BI
мочь оставить отзыв,review,FEEDBACK,BI
оставить отзыв услуга,review,FEEDBACK,BIP
оставить отзыв ваш компания,review,FEEDBACK,BIP
мочь помочь отправить отзыв ваш компания,review,FEEDBACK,BI
нужно оставить отзыв ваш услуга,review,FEEDBACK,B
отправка отзыв продукт,review,FEEDBACK,BK
стараться оставить отзыв ваш услуга,review,FEEDBACK,B
мочь отправить отзыв услуга,review,FEEDBACK,BI
раздел отправка отзыв услуга,review,FEEDBACK,BI
знать отправить отзыв услуга,review,FEEDBACK,B
мочь оставить отзыв услуга,review,FEEDBACK,BI
помочь оставить отзыв услуга,review,FEEDBACK,B
оставить отзыв услуга,review,FEEDBACK,BIP
нужно сделать оставить отзыв услуга,review,FEEDBACK,BI
отзыв услуга,review,FEEDBACK,BK
знать мочь отправить отзыв услуга,review,FEEDBACK,B
нужный помощь оставить отзыв услуга,review,FEEDBACK,B
нужный помощь написание отзыв ваш услуга,review,FEEDBACK,B
нужно сделать оставить отзыв ваш компания,review,FEEDBACK,BI
знать отправить отзыв ваш компания,review,FEEDBACK,BE
помочь оставить отзыв услуга,review,FEEDBACK,B
нужно отправить отзыв услуга,review,FEEDBACK,B
помочь оставить отзыв,review,FEEDBACK,B
знать оставить отзыв ваш услуга,review,FEEDBACK,BE
раздел оставить отзыв,review,FEEDBACK,BI
должный отправить некоторый отзыв,review,FEEDBACK,B
оставить отзыв ваш услуга,review,FEEDBACK,BI
оставить отзыв,review,FEEDBACK,BI
